pair_age,init_market_cap,scams,funding_time,owner,source,status,verified,end_date,name,holders,tax,ticker,ape_score,spoofed,liquidity,lock,market_cap,previous,contract_age,sell,airdrops,result,ath,whales,red_flags,time_of_day,worth,snipers,buy,fresh,max_transmit,honeypot,safu_score,wallet,sticker,amount
2 hrs 35 mins,"$132,291 | 1X",0 out of 0 Unique,3 hrs ago,RENOUNCED (21),Kucoin,,0xfb66321d7c674995dfcc2cb67a30bc978dc862ad,21:01:25:871,Pepe 2.0 Buy! 🐋🐋,241 (104.4 ETH),1/1,,🟢 14%,1 own 0.4%,8.9,97% | 91 days | Unicrypt,208562,,3 hrs 7 mins,(306) 188 - $90k,1,-31.2285,,2 own 1.4%,,20:57:36,"$1,443",2 own 0.7%,,8 own 4.7%,,🟢 (false) - 189/189,100% out of 2,"0x745...A2 ($6,075)",🪙 #PEPE2.0,$372
1 hrs 16 mins,"$3,088 | 1X",5 out of 14,12 hrs ago,RENOUNCED (26),0xfE3...4F,Below 10K 🟩🟩🟩,0x8f845a733c2076c70231ae2c787e5a323e58c4a5,21:02:01:340,The Wizard of Oz Buy! 🐋🐋🐋,27 (6.2 ETH),0/0,🪙 #DOROTHY,🟢 23%,1 own 0%,1.4,98% | 12 days | Unicrypt,5593,(1) (https,1 hrs 28 mins,(33) 17 - $1.7k,3,-30.6694,$0,0 own 0%,,21:00:53,$106,0 own 0%,(48) 39 - $3k,6 own 12.8%,,🟢 (false) - 20/20,72% out of 87,"0x9B2...25 ($13,744)",,$64
8 hrs 16 mins,"$87,943 | 1X",0 out of 1,12 days ago,RENOUNCED (33),Binance,,0x9f9260b60c98e9d0d7f931f1541768614bd6cb6f,21:15:51:533,Velociraptor Twitter Buy! 🐋,133 (81.0 ETH),0/0,,🟢 24%,0 own 0%,41,100% | 117 days | Pinksale,129517,(1) Velociraptor Athena,4 days 7 hrs,(684) 477 - $891.2k,2,-31.6898,"$1,021,273",0 own 0%,,20:22:12,"$3,030",2 own 0.1%,,6 own 2.7%,,🟢 (false) - 106/106,95% out of 19,"0x905...38 ($3,670)",🪙 #VELO,"$1,405"
66 days 10 hrs,"$18,373 | 3X",7 out of 7,67 days ago,RENOUNCED (137),0x7a7...83,Below 100K 🟥🟥🟥,0xad8d0de33c43eefe104a279cdb6ae250c12e6214,21:23:37:609,Naruto Buy! 🐋🐋,514 (266.8 ETH),0/0,🪙 #NARUTO,🟢 21%,7 own 2.1%,10.3,97% | 36511 days | Unicrypt,55253,,66 days 12 hrs,(129) 83 - $57.9k,4,-31.7950,,3 own 1.3%,,20:42:43,$0,0 own 0%,(147) 93 - $62.5k,7 own 1.4%,,🟢 (false) - 289/290,100% out of 47,"0xBFf...06 ($8,500)",,$372
3 hrs 24 mins,"$137,646 | 0X",206 out of 303,2 days ago,RENOUNCED (35),0x021...7b,,0xf2ab7eb71e1016bbd4a6fe399f6c841adff4f66e,21:38:13:043,QUAKE Buy! 🐋🐋🐋🐋,256 (362.1 ETH),2/2,,🟢 19%,1 own 0.3%,16,99% | 92 days | Unicrypt,111372,,3 hrs 44 mins,(448) 323 - $339.3k,2,-35.7056,,4 own 3.8%,,20:38:58,"$27,425",19 own 3.1%,,3 own 1%,2.5% | 1.63 eth,🟢 (false) - 219/220,90% out of 195,"ucanfollowme.eth ($19,795)",🪙 #QUAKE,$932
2 hrs 46 mins,"$2,927 | 161X",0 out of 0 Unique,3 hrs ago,RENOUNCED (21),Kucoin,,0xfb66321d7c674995dfcc2cb67a30bc978dc862ad,21:43:01:904,Pepe 2.0 Buy! 🐋,285 (180.1 ETH),1/1,,🟢 12%,1 own 0.4%,13.6,97% | 91 days | Unicrypt,472967,,3 hrs 19 mins,(387) 224 - $136.3k,1,103.3914,,3 own 2.2%,,21:08:45,"$1,445",2 own 0.7%,,6 own 3.5%,,🟢 (false) - 215/215,100% out of 3,"0x0b7...f4 ($3,121)",🪙 #PEPE2.0,$373
5 days 23 hrs,"$13,756 | 1X",20 out of 61,6 days ago,RENOUNCED (20),0x077...A4,Below 50K 🟩🟨🟥,0xfbfa5f75653dcfeabde346e603530d276be431fc,21:46:12:886,Musk VS Zuck Buy! 🐋🐋,104 (112.4 ETH),2/2.4,🪙 #MUCK,🟢 37%,0 own 0%,3.7,100% | 87 days | Trust Swap,16172,,5 days 23 hrs,(12) 8 - $1.5k,1,129.4844,,1 own 1.9%,,21:45:55,"$5,983",2 own 3%,(17) 16 - $3.2k,1 own 2%,2% | 0.18 eth,🟢 (false) - 99/101,75% out of 394,"0xd2f...E7 ($5,552)",,$373
0 mins,,9 out of 16,1 days ago,0xbF6...78  (4),Binance,Below 10K 🟩🟩🟩,0x6652b7805595915364e25463ae616374a4ecd6c2,21:53:25:435,Shiba 2.0 Buy! 🐋🐋,,0/0,🪙 #SHIBA2.0,🟢 17%,,2,Unknown Lock,3723,,3 mins,(0) 0 - $0,,110.1653,,,,21:51:41,$827,,(0) 0 - $0,,2% | 0.04 eth,🟢 (false) -,42% out of 12,"0x65D...75 ($8,492)",,$74
3 mins,,101 out of 178,11 mins ago,RENOUNCED (8),FixedFloat,Below 50K 🟩🟨🟥,0x24cd0e363f94a6f07368109c602171f6d3b347f5,21:54:37:641,HarryPotterObamaSonic10Inu 2.0 Buy! 🐋🐋,38 (46.7 ETH),0/5.6,🪙 #BITCOIN2.0,🟢 18%,0 own 0%,2.4,98% | 30 days | Unicrypt,12196,,7 mins,(2) 1 - $247.8,1,-35.3271,,0 own 0%,,21:53:11,"$2,943",6 own 9.6%,(38) 38 - $2.8k,0 own 0%,2% | 0.14 eth,🟢 (false) - 34/34,100% out of 17,"0x896...FD ($6,421)",,$93
1 mins,"$3,723 | 2X",9 out of 16,1 days ago,0xbF6...78  (4),Binance,Below 10K 🟩🟩🟩,0x6652b7805595915364e25463ae616374a4ecd6c2,21:56:01:690,Shiba 2.0 Buy! 🐋,24 (58.0 ETH),0/0,🪙 #SHIBA2.0,🟢🟢🟢 79%,0 own 0%,2.9,Unknown Lock,7826,,4 mins,(1) 1 - $10.8k,,101.7384,,0 own 0%,,21:53:35,$827,8 own 0.1%,(50) 25 - $12.5k,0 own 0%,2% | 0.07 eth,🟢 (false) - 10/10,45% out of 29,"0xc53...d2 ($4,384)",,$243
1 mins,,101 out of 179,16 mins ago,0x291...97  (4),Binance,Below 10K 🟩🟩🟩,0xb58a135fc42c713e5559b120914ebba55d1aef29,21:57:02:857,Doge 2.0 Buy! 🐋🐋,16 (18.3 ETH),0/4,🪙 #DOGE2.0,🟢 37%,0 own 0%,1.7,Unknown Lock,6110,,12 mins,(0) 0 - $0,1,-30.4094,,0 own 0%,,21:56:38,$591,4 own 5.7%,(15) 15 - $833.6,1 own 1.2%,2% | 0.07 eth,🟢 (false) - 15/15,75% out of 395,"0xd2f...E7 ($5,869)",,$121
5 days 23 hrs,"$13,756 | 3X",20 out of 61,6 days ago,RENOUNCED (20),0x077...A4,Below 50K 🟩🟨🟥,0xfbfa5f75653dcfeabde346e603530d276be431fc,22:00:49:744,Musk VS Zuck Buy! 🐋,111 (112.5 ETH),2/4.8,🪙 #MUCK,🟢 29%,0 own 0%,5.9,100% | 87 days | Trust Swap,41833,,5 days 23 hrs,(20) 15 - $4.9k,1,-34.6638,,1 own 1.9%,,21:46:19,"$5,983",2 own 3%,(33) 31 - $9.1k,2 own 2.6%,2% | 0.34 eth,🟢 (false) - 101/103,99% out of 75,"0x088...1F ($4,712)",,$838
8 mins,"$3,723 | 5X",10 out of 16,1 days ago,0xbF6...78  (9),Binance,Below 50K 🟩🟨🟥,0x6652b7805595915364e25463ae616374a4ecd6c2,22:07:15:543,Shiba 2.0 Buy! 🐋🐋,83 (110.2 ETH),0/99,🪙 #SHIBA2.0,🟢 10%,0 own 0%,4.8,99% | 183 days | Unicrypt,21238,,11 mins,(29) 20 - $20.3k,,100.0089,,0 own 0%,,22:00:06,"$3,637",8 own 0.1%,(134) 96 - $25.5k,0 own 0%,,🟢 (false) - 69/69,25% out of 12,"0x7d1...65 ($8,561)",,$74
287 days 22 hrs,,53 out of 80,287 days ago,RENOUNCED (1292),0x60d...51,,0x04a6b6de116fb8bf57e5ee8b05e0293ea3639fe8,22:11:24:705,Proof of Memes Buy! 🐋🐋🐋🐋🐋,223 (3631.2 ETH),4/9.5,,🟢 19%,7 own 125.5%,8.9,Unknown Lock,121423,,287 days 22 hrs,(24) 14 - $5.5k,209,-31.6275,,2 own 2.6%,,22:07:53,"$1,086",1 own 13.5%,,15 own 1.8%,,🟢 (false) - 45/45,90% out of 194,"ucanfollowme.eth ($20,041)",🪙 #ETH2.0,$746
0 mins,,95 out of 195,19 mins ago,0xd0D...74  (4),Binance,Below 10K 🟩🟩🟩,0x8734cc1b67138ef994561a4e2cf2d5e50c588e75,22:11:37:426,BOB 2.0 Buy! 🐋,30 (12.0 ETH),20/19.9,🪙 #BOB2.0,🟢 26%,0 own 0%,1.4,Unknown Lock,4633,,18 mins,(0) 0 - $0,1,-32.5235,,0 own 0%,,22:11:35,$239,24 own 11.2%,(41) 41 - $771.2,0 own 0%,0.6% | 0.02 eth,🟢 (false) - 29/29,86% out of 43,"0xdda...30 ($3,234)",,$298
0 mins,"$4,633 | 1X",95 out of 195,19 mins ago,0xd0D...74  (4),Binance,Below 10K 🟩🟩🟩,0x8734cc1b67138ef994561a4e2cf2d5e50c588e75,22:12:02:009,BOB 2.0 Buy! 🐋,42 (32.8 ETH),0/2.3,🪙 #BOB2.0,🟢 33%,0 own 0%,1.7,Unknown Lock,6866,,18 mins,(0) 0 - $0,1,-35.9725,,0 own 0%,,22:11:47,$239,24 own 11.2%,(59) 59 - $1.3k,0 own 0%,0.6% | 0.02 eth,🟢 (false) - 41/41,56% out of 91,"0xb9C...E2 ($3,128)",,$83
1 mins,"$4,633 | 2X",95 out of 195,20 mins ago,0xd0D...74  (4),Binance,Below 50K 🟩🟨🟥,0x8734cc1b67138ef994561a4e2cf2d5e50c588e75,22:12:24:324,BOB 2.0 Buy! 🐋,60 (44.9 ETH),0/2.9,🪙 #BOB2.0,🟢 29%,0 own 0%,2.1,Unknown Lock,10723,,19 mins,(0) 0 - $0,1,-37.2441,,0 own 0%,,22:12:08,$239,24 own 11.2%,(69) 69 - $1.8k,0 own 0%,0.6% | 0.04 eth,🟢 (false) - 69/69,99% out of 75,"0x088...1F ($4,549)",,$64
1 mins,"$4,633 | 3X",95 out of 195,20 mins ago,0xd0D...74  (4),Binance,Below 50K 🟩🟨🟥,0x8734cc1b67138ef994561a4e2cf2d5e50c588e75,22:12:48:594,BOB 2.0 Buy! 🐋🐋🐋,86 (123.2 ETH),0/3.7,🪙 #BOB2.0,🟢 29%,0 own 0%,2.7,Unknown Lock,17088,,19 mins,(0) 0 - $0,1,-32.8140,,1 own 0.6%,,22:12:33,$239,24 own 11.2%,(90) 90 - $3.2k,0 own 0%,0.6% | 0.06 eth,🟢 (false) - 75/75,80% out of 243,"0xb73...EC ($11,610)",,$102
5 days 2 hrs,"$9,740 | 62X",1.1k out of 1.4k,5 days ago,RENOUNCED (18),Kucoin,,0xb08fc26e97e95a310a43c086ab76449f082f6d92,22:13:13:666,Twitter Girl Buy! 🐋,138 (87.1 ETH),3/3,,🟢 15%,0 own 0%,13.5,99% | 24 days | Trust Swap,613459,,5 days 2 hrs,(187) 69 - $112.8k,3,102.1275,,0 own 0%,,20:02:40,$0,1 own 0.4%,,7 own 27.7%,,🟢 (false) - 105/106,88% out of 17,"0xAb1...Ff ($4,093)",🪙 #TITTER,"$1,882"
3 hrs 21 mins,"$2,927 | 312X",0 out of 0 Unique,3 hrs ago,RENOUNCED (21),Kucoin,,0xfb66321d7c674995dfcc2cb67a30bc978dc862ad,22:14:24:956,Pepe 2.0 Buy! 🐋🐋,437 (110.4 ETH),1/1,,🟢 24%,1 own 0.4%,19.8,95% | 91 days | Unicrypt,914554,,3 hrs 53 mins,(648) 324 - $392.3k,1,107.4807,,2 own 1.4%,,21:43:28,"$1,445",2 own 0.7%,,6 own 3.1%,,🟢 (false) - 336/336,96% out of 23,"0x55b...6C ($7,052)",🪙 #PEPE2.0,$933
5 days 4 hrs,"$9,740 | 31X",1.1k out of 1.4k,5 days ago,RENOUNCED (18),Kucoin,,0xb08fc26e97e95a310a43c086ab76449f082f6d92,22:19:36:746,Twitter Girl Buy! 🐋🐋,165 (91.2 ETH),3/3,,🟢 19%,0 own 0%,9.7,99% | 24 days | Trust Swap,307328,,5 days 4 hrs,(246) 93 - $160k,3,-35.5255,,0 own 0%,,22:15:09,$0,1 own 0.4%,,8 own 38.3%,,🟢 (false) - 137/138,100% out of 5,"0x792...12 ($5,617)",🪙 #TITTER,"$1,866"
1 mins,"$4,633 | 5X",95 out of 195,21 mins ago,0xd0D...74  (4),Binance,Below 50K 🟩🟨🟥,0x8734cc1b67138ef994561a4e2cf2d5e50c588e75,22:21:24:869,BOB 2.0 Buy! 🐋🐋,91 (115.4 ETH),0/3.3,🪙 #BOB2.0,🟢 14%,0 own 0%,3.3,Unknown Lock,25432,,20 mins,(0) 0 - $0,1,-30.9441,,1 own 0.6%,,22:12:53,$239,24 own 11.2%,(106) 106 - $4.3k,0 own 0%,0.6% | 0.06 eth,🟢 (false) - 90/90,90% out of 31,"0xc77...e6 ($6,634)",,$37
4 hrs 30 mins,"$94,801 | 0X",206 out of 303,2 days ago,RENOUNCED (36),0x021...7b,Below 100K 🟥🟥🟥,0xf2ab7eb71e1016bbd4a6fe399f6c841adff4f66e,22:23:01:538,QUAKE Buy! 🐋🐋🐋🐋,218 (304.6 ETH),2/2,🪙 #QUAKE,🟢 8%,1 own 0.3%,13.2,99% | 92 days | Unicrypt,74824,,4 hrs 50 mins,(511) 370 - $361.3k,2,-30.9142,,3 own 2.6%,,21:44:34,"$20,604",19 own 3.1%,(762) 513 - $360.4k,2 own 1%,2.5% | 1.09 eth,🟢 (false) - 186/187,100% out of 9,"0x5eB...64 ($18,472)",,$169
11 mins,"$4,633 | 8X",95 out of 195,31 mins ago,0xd0D...74  (6),Binance,Below 50K 🟩🟨🟥,0x8734cc1b67138ef994561a4e2cf2d5e50c588e75,22:24:36:841,BOB 2.0 Buy! 🐋🐋,172 (117.4 ETH),0/4.7,🪙 #BOB2.0,🟢🟢 42%,0 own 0%,4.2,98% | 33 days | Unicrypt,39662,,30 mins,(78) 35 - $8.1k,1,-30.2512,,1 own 0.6%,,22:22:56,"$4,195",14 own 6.5%,(208) 202 - $14k,1 own 0.1%,0.6% | 0.15 eth,🟢 (false) - 164/164,93% out of 14,"halfshibainu.eth ($6,156)",,$149
373 days 18 hrs,"$29,976 | 1X",13 out of 20,373 days ago,RENOUNCED (113),Binance,Below 50K 🟩🟨🟥,0x67992e63434f23d4c5c32f926f6b96451b4c2509,22:26:01:073,DOGE2.0 Buy! 🐋🐋,169 (440.7 ETH),0/0,🪙 #DOGE2.0,🟢 37%,0 own 0%,11.6,99% | 86 days | Unicrypt,44024,(1) (https,373 days 18 hrs,(3) 3 - $1.1k,1,-30.8732,$0,3 own 2.7%,,21:32:03,$13,0 own 0%,(14) 13 - $5.4k,6 own 3.7%,3% | 0.76 eth,🟢 (false) - 12/12,75% out of 393,"0xd2f...E7 ($5,694)",,$373
14 mins,"$4,633 | 13X",95 out of 195,34 mins ago,RENOUNCED (8),Binance,Below 100K 🟥🟥🟥,0x8734cc1b67138ef994561a4e2cf2d5e50c588e75,22:26:25:813,BOB 2.0 Buy! 🐋🐋,192 (233.4 ETH),0/3.8,🪙 #BOB2.0,🟢 39%,0 own 0%,5.2,98% | 33 days | Unicrypt,61091,,33 mins,(114) 53 - $15.8k,1,-34.1889,,3 own 2.6%,,22:25:50,"$9,078",14 own 6.3%,(257) 237 - $23.6k,1 own 0.1%,,🟢 (false) - 178/178,100% out of 37,"0xC7d...2c ($5,548)",,$0
16 mins,"$4,633 | 19X",95 out of 195,35 mins ago,RENOUNCED (9),Binance,Below 100K 🟥🟥🟥,0x8734cc1b67138ef994561a4e2cf2d5e50c588e75,22:31:24:961,BOB 2.0 Buy! 🐋🐋,204 (247.8 ETH),0/0,🪙 #BOB2.0,🟢 33%,0 own 0%,6.3,98% | 33 days | Unicrypt,90619,,34 mins,(134) 67 - $23.8k,1,-30.6381,,3 own 2.6%,,22:27:10,"$9,110",14 own 6.3%,(283) 257 - $32.9k,2 own 0.9%,,🟢 (false) - 185/185,85% out of 13,"chewyalexander.eth ($6,465)",,$373
2 hrs 54 mins,"$11,462 | 19X",0 out of 0 Unique,4 hrs ago,0xECF...02  (8),Kraken,,0xbf2a7863e2ca59291606f47756bba16f43e9d8ac,22:33:00:698,Furnace Buy! 🐋🐋🐋🐋🐋🐋,103 (75.4 ETH),1/2,,🟢 14%,0 own 0%,14.1,Unknown Lock,228449,,2 hrs 54 mins,(64) 34 - $35.8k,2,-35.6791,,0 own 0%,SUS Contract,22:20:55,$750,19 own 23.2%,,19 own 23.2%,2% | 2.98 eth,🟢 (false) - 95/95,90% out of 21,"0x302...41 ($28,853)",🪙 $BURN,$933
0 mins,,0 out of 1,11 mins ago,0x6BF...e5  (5),Binance,Below 10K 🟩🟩🟩,0x8f19bcc31ce1e24c05878dc8e05c5fd93b3d34a4,22:33:00:721,BOB 2.0 Buy! 🐋🐋🐋🐋🐋🐋,24 (41.1 ETH),56/42.8,🪙 #BOB2.0,🟢 24%,0 own 0%,1.3,Unknown Lock,3070,,9 mins,(0) 0 - $0,,101.9050,,0 own 0%,,22:31:16,"$1,082",15 own 6.2%,(23) 23 - $533.3,0 own 0%,1% | 0.02 eth,🟢 (false) - 15/15,72% out of 36,"0x9f7...91 ($29,210)",,$9
1 days 8 hrs,,203 out of 455,1 days ago,RENOUNCED (18),Kucoin,Below 50K 🟩🟨🟥,0xaad44c28e21c2e4d1f25b7be5e41864e91cf6173,22:33:49:054,Meme Over Utility Buy! 🐋🐋,60 (47.8 ETH),0/0,🪙 #UTILITY,🟢 29%,0 own 0%,2.7,98% | 29 days | Unicrypt,17326,,1 days 8 hrs,(48) 38 - $6.1k,5,-42.7223,,1 own 1%,,21:36:46,$988,1 own 0.5%,(47) 37 - $6.2k,1 own 0.9%,,🟢 (false) - 54/54,100% out of 5,"mgugga.eth ($7,412)",,$373
21 mins,"$4,633 | 35X",95 out of 195,40 mins ago,RENOUNCED (10),Binance,,0x8734cc1b67138ef994561a4e2cf2d5e50c588e75,22:35:12:897,BOB 2.0 Buy! 🐋,260 (253.6 ETH),0/0,,🟢 8%,1 own 0.4%,8.6,98% | 64 days | Unicrypt,165024,,39 mins,(198) 109 - $45.4k,1,-38.9253,,3 own 2.6%,,22:32:31,"$9,108",12 own 5.1%,,6 own 1.4%,,🟢 (false) - 224/224,80% out of 10,"0xBdE...ae ($3,606)",🪙 #BOB2.0,$93
2 mins,"$4,588 | 1X",0 out of 1,12 mins ago,0x6BF...e5  (6),Binance,Below 10K 🟩🟩🟩,0x8f19bcc31ce1e24c05878dc8e05c5fd93b3d34a4,22:37:37:876,BOB 2.0 Buy! 🐋,44 (73.8 ETH),28/33.6,🪙 #BOB2.0,🟢🟢🟢🟢 91%,0 own 0%,1.8,Unknown Lock,5721,,10 mins,(0) 0 - $0,,-49.4439,,0 own 0%,,22:33:01,"$1,078",15 own 6.9%,(48) 43 - $1.4k,0 own 0%,1% | 0.03 eth,🟢 (false) - 41/41,43% out of 30,"0xc53...d2 ($4,136)",,$87
0 mins,,1.1k out of 2k,12 mins ago,0x945...4b  (4),FixedFloat,Below 50K 🟩🟨🟥,0x3bcbf5666ba7c709da5d5acd999a7c1635238de8,22:39:49:490,RFD 2.0 Buy! 🐋🐋,26 (32.9 ETH),0/23.9,🪙 #RFD2.0,🟢 37%,0 own 0%,2.9,Unknown Lock,11591,,6 mins,(0) 0 - $0,1,116.9589,,0 own 0%,,22:39:26,$630,13 own 13.6%,(24) 24 - $2k,0 own 0%,1.7% | 0.11 eth,🟢 (false) - 13/13,75% out of 396,"0xd2f...E7 ($6,900)",,$186
5 days 3 hrs,"$137,054 | 5X",0 out of 0 Unique,6 days ago,RENOUNCED (24),0xF38...0D,,0x7c03c1d1c5b4ba1ac76551e27922e1dcaad57fd8,22:42:12:663,Token Buy! 🐋🐋,608 (454.4 ETH),0/0,,🟢 24%,1 own 0.3%,42.3,91% | BURNT,809731,,6 days 12 hrs,(436) 266 - $365.4k,,-34.4269,,9 own 5.4%,,20:40:43,"$1,187",0 own 0%,,11 own 2.3%,,🟢 (false) - 752/754,93% out of 15,"0xd80...b2 ($5,025)",🪙 #TOKEN,"$1,864"
26 mins,"$4,633 | 77X",95 out of 195,45 mins ago,RENOUNCED (10),Binance,,0x8734cc1b67138ef994561a4e2cf2d5e50c588e75,22:43:13:321,BOB 2.0 Buy! 🐋🐋,331 (413.9 ETH),0/0,,🟢🟢 41%,1 own 0.4%,12.7,98% | 64 days | Unicrypt,357101,,44 mins,(280) 166 - $117.3k,1,118.6172,,4 own 4.8%,,22:37:05,"$9,109",7 own 2.7%,,6 own 1.5%,,🟢 (false) - 270/270,93% out of 15,"halfshibainu.eth ($6,302)",🪙 #BOB2.0,$373
0 mins,,0 out of 0 Unique,3 hrs ago,0xec3...e8  (4),Mexc,Below 10K 🟩🟩🟩,0xa8789757be14fd8d0586ac0239f604080c72364d,22:46:00:702,Floki 2.0 Buy! 🐋,10 (15.8 ETH),25/56.5,🪙 #FLOKI2.0,🟢 17%,0 own 0%,2,Unknown Lock,8043,,17 mins,(0) 0 - $0,,247.3725,,0 own 0%,,22:45:48,"$7,856",8 own 11.7%,(8) 8 - $394.7,0 own 0%,2% | 0.03 eth,🟢 (false) -,98% out of 45,"0x04E...52 ($3,145)",,$161
3 mins,"$20,302 | 1X",1.2k out of 1.4k,6 mins ago,UNKNOWN (3),Binance,Below 50K 🟩🟨🟥,0x5c254dfb4967cd66b09e84fcd04e2d77694c7bce,22:47:02:643,Milady 2.0 Buy! 🐋🐋,39 (18.6 ETH),0/0,🪙 #LADYS2.0,🟢 36%,0 own 0%,5,Unknown Lock,23493,,4 mins,(1) 1 - $117.8k,,149.9048,,0 own 0%,,22:43:09,$946,16 own 39.3%,(43) 43 - $123.5k,24 own 46.9%,,🟢 (false) - 39/39,100% out of 4,"0x5e2...24 ($7,053)",,$373
0 mins,"$8,043 | 1X",0 out of 0 Unique,3 hrs ago,0xec3...e8  (4),Mexc,Below 10K 🟩🟩🟩,0xa8789757be14fd8d0586ac0239f604080c72364d,22:47:02:657,Floki 2.0 Buy! 🐋🐋🐋🐋,27 (38.3 ETH),25/56.9,🪙 #FLOKI2.0,🟢 29%,0 own 0%,2,Unknown Lock,8043,,17 mins,(0) 0 - $0,,-59.2182,,0 own 0%,,22:46:00,"$7,856",8 own 11.7%,(29) 29 - $1.8k,1 own 1.4%,2% | 0.09 eth,🟢 (false) - 8/8,76% out of 49,"0xbEf...31 ($15,406)",,$169
1 mins,"$8,043 | 1X",0 out of 0 Unique,4 hrs ago,0xec3...e8  (4),Mexc,Below 50K 🟩🟨🟥,0xa8789757be14fd8d0586ac0239f604080c72364d,22:47:50:898,Floki 2.0 Buy! 🐋🐋,56 (64.7 ETH),25/36.8,🪙 #FLOKI2.0,🟢🟢 42%,0 own 0%,2.6,Unknown Lock,13656,,19 mins,(4) 2 - $4.4k,,117.7370,,0 own 0%,,22:47:25,"$12,261",7 own 10.2%,(64) 60 - $7k,0 own 0%,2% | 0.13 eth,🟢 (false) - 57/57,100% out of 24,"0xE00...a3 ($7,874)",,$388
37 mins,"$4,633 | 12X",95 out of 195,56 mins ago,RENOUNCED (10),Binance,Below 100K 🟥🟥🟥,0x8734cc1b67138ef994561a4e2cf2d5e50c588e75,22:48:48:912,BOB 2.0 Buy! 🐋🐋,408 (349.6 ETH),0/0,🪙 #BOB2.0,🟢 39%,1 own 0.4%,5.2,98% | 64 days | Unicrypt,56524,,55 mins,(521) 296 - $413.8k,1,-35.7333,,3 own 4.1%,,22:48:07,"$9,110",1 own 0.5%,(868) 655 - $423.4k,4 own 1.2%,,🟢 (false) - 345/345,93% out of 15,"halfshibainu.eth ($5,917)",,$298
3 mins,,106 out of 184,19 hrs ago,0x4F2...05  (6),Mexc,Below 50K 🟩🟨🟥,0xf80158663b53cf1c3148c1cc0d6bafc88fcceefa,22:49:48:736,Wojak 2.0 Buy! 🐋🐋,86 (33.7 ETH),0/5.2,🪙 #Wojak2.0,🟢🟢 51%,0 own 0%,3.7,99% | BURNT,31849,,7 mins,(34) 14 - $9.8k,2,-34.8589,,0 own 0%,,22:49:23,"$5,613",23 own 33.8%,(103) 97 - $15k,1 own 0.7%,2% | 0.38 eth,🟢 (false) - 81/81,100% out of 7,"0x5d2...C7 ($7,649)",,$373
1 mins,"$11,591 | 2X",1.1k out of 2k,13 mins ago,0x945...4b  (4),FixedFloat,Below 50K 🟩🟨🟥,0x3bcbf5666ba7c709da5d5acd999a7c1635238de8,22:52:12:910,RFD 2.0 Buy! 🐋,53 (82.8 ETH),0/4.1,🪙 #RFD2.0,🟢🟢🟢🟢 91%,0 own 0%,4.8,Unknown Lock,31366,,7 mins,(4) 2 - $873.9,1,-32.8505,,0 own 0%,,22:40:28,"$1,164",13 own 13.6%,(58) 57 - $6.4k,0 own 0%,1.7% | 0.3 eth,🟢 (false) - 50/50,42% out of 31,"0xc53...d2 ($4,066)",,$568
40 mins,"$4,633 | 30X",95 out of 195,59 mins ago,RENOUNCED (10),Binance,,0x8734cc1b67138ef994561a4e2cf2d5e50c588e75,22:55:48:988,BOB 2.0 Buy! 🐋,382 (348.8 ETH),0/0,,🟢 7%,1 own 0.4%,8.4,98% | 64 days | Unicrypt,143562,,58 mins,(605) 344 - $457.1k,1,107.0254,,3 own 5%,,22:51:35,"$9,102",0 own 0%,,4 own 1.2%,,🟢 (false) - 339/339,92% out of 13,"0x2cB...B1 ($3,469)",🪙 #BOB2.0,$186
14 mins,"$20,302 | 1X",1.2k out of 1.4k,17 mins ago,UNKNOWN (4),Binance,Below 50K 🟩🟨🟥,0x5c254dfb4967cd66b09e84fcd04e2d77694c7bce,22:56:12:841,Milady 2.0 Buy! 🐋🐋🐋🐋🐋🐋,78 (228.4 ETH),0/0,🪙 #LADYS2.0,🟢 12%,1 own 0.8%,5.5,100% | BURNT,27020,,15 mins,(92) 72 - $177.5k,,-49.5062,,2 own 2.5%,,22:54:02,$937,7 own 16.8%,(169) 146 - $184k,8 own 10.4%,,🟢 (false) - 72/72,92% out of 25,"0x302...41 ($25,940)",,$185
13 mins,"$11,591 | 2X",1.1k out of 2k,26 mins ago,RENOUNCED (9),FixedFloat,Below 50K 🟩🟨🟥,0x3bcbf5666ba7c709da5d5acd999a7c1635238de8,23:00:12:756,RFD 2.0 Buy! 🐋🐋,141 (105.4 ETH),0/0,🪙 #RFD2.0,🟢🟢 51%,0 own 0%,4.2,100% | BURNT,23529,,19 mins,(166) 94 - $41.9k,1,-33.0048,,0 own 0%,,22:52:41,"$10,235",12 own 11.8%,(241) 226 - $46.9k,1 own 0.1%,,🟢 (false) - 128/128,100% out of 7,"0x5d2...C7 ($7,619)",,$185
