mcap,liquidity,buy,sell,tax,scams,owner,worth,contract_age,pair_age,funding_time,source,holds,spoofed,snipers,fresh,whales,airdrops,amount,wallet,ape_score,safu_score,result
139270,10.2,,(40) 32 - $13.6k,0/0,309 out of 374,RENOUNCED (22),$33.00,18 days 16 hrs,18 days 15 hrs,19 days ago,Bitget,193 (70.9 ETH),0 own 0%,11 own 6.5%,2 own 0.5%,0 own 0%,,$186.00,"0x7Ce...04 ($3,769)",🟢 11%,93% out of 14,-30.3032
21957,3.3,(124) 114 - $15.7k,(63) 30 - $11.1k,0/2.2,185 out of 296,RENOUNCED (22),"$2,466.00",1 hrs 3 mins,40 mins,14 hrs ago,FixedFloat,90 (58.4 ETH),1 own 0.5%,18 own 18.9%,3 own 3.1%,0 own 0%,1.0,$557.00,"0xDB9...2E ($14,249)",🟢 23%,95% out of 114,116.5937
48714,10.7,(780) 522 - $363.5k,(550) 396 - $369.1k,2/2,210 out of 307,RENOUNCED (38),"$20,806.00",6 hrs 37 mins,6 hrs 17 mins,2 days ago,0x021...7b,197 (323.0 ETH),1 own 0.3%,19 own 3.1%,2 own 1%,3 own 2.6%,2.0,$928.00,"ucanfollowme.eth ($18,816)",🟢 19%,90% out of 189,-31.1853
24251,3.7,(1) 1 - $128,(174) 91 - $11.8k,6/6.5,0 out of 0 Unique,RENOUNCED (14),$48.00,1 hrs 19 mins,1 hrs 3 mins,21 hrs ago,Mexc,75 (72.4 ETH),0 own 0%,3 own 3.9%,1 own 2.4%,0 own 0%,1.0,$185.00,"0xC1D...28 ($4,396)",🟢 24%,97% out of 79,107.2919
95241,6.9,(326) 223 - $64.6k,(206) 89 - $53.6k,1/0.5,0 out of 0 Unique,RENOUNCED (16),$466.00,4 hrs 11 mins,4 hrs 0 mins,4 hrs ago,Binance,167 (118.2 ETH),8 own 8.8%,5 own 5.2%,8 own 10.3%,1 own 1.9%,2.0,$203.00,"0x6cb...e5 ($3,072)",🟢 16%,100% out of 21,-30.7251
87096,11.9,(56) 50 - $23.9k,(3) 2 - $7.3k,0/0,1.2k out of 1.4k,UNKNOWN (3),$990.00,4 mins,3 mins,41 mins ago,Binance,48 (27.2 ETH),1 own 0.2%,18 own 47.5%,35 own 60%,1 own 0%,,$92.00,"0x28A...61 ($48,620)",🟢 9%,100% out of 4,-45.1109
2389,1.0,(1) 1 - $44.9,(0) 0 - $0,15/14.8,106 out of 186,0x4cD...2B  (4),"$3,139.00",4 mins,0 mins,5 hrs ago,FixedFloat,2 (9.9 ETH),0 own 0%,1 own 1.7%,0 own 0%,0 own 0%,1.0,$157.00,"0x310...60 ($3,995)",🟢🟢 46%,94% out of 36,-30.3526
36977,4.1,(721) 451 - $197.5k,(560) 302 - $191.8k,0/0,20 out of 71,RENOUNCED (28),"$8,858.00",3 hrs 51 mins,3 hrs 30 mins,46 days ago,Binance,171 (131.8 ETH),1 own 0.4%,3 own 2.7%,4 own 1%,2 own 0.9%,1.0,$371.00,"0xDB9...2E ($13,678)",🟢 23%,95% out of 115,-30.5133
3965,2.0,(1) 1 - $310.6,(0) 0 - $0,0/0,114 out of 115,0x0b8...B4  (15),$0.00,37 mins,0 mins,16 days ago,0x6BA...86,,,,,,1.0,"$1,017.00","0x090...34 ($16,246)",🟢 26%,15% out of 13,112.2973
48417,8.9,(64) 58 - $25.3k,(9) 7 - $14.3k,0/0,1.2k out of 1.4k,UNKNOWN (3),$990.00,7 mins,6 mins,43 mins ago,Binance,50 (40.4 ETH),1 own 0.2%,18 own 47.5%,31 own 58.4%,0 own 0%,,"$1,849.00","0x9d2...9a ($15,882)",🟢🟢 52%,75% out of 4,100.093
58706,9.8,(98) 83 - $83.1k,(20) 16 - $70.4k,0/0,1.2k out of 1.4k,UNKNOWN (4),$983.00,10 mins,9 mins,47 mins ago,Binance,66 (14.2 ETH),0 own 0%,17 own 46.7%,35 own 59.2%,0 own 0%,,"$1,849.00","0x5e2...24 ($7,795)",🟢 34%,100% out of 5,145.1362
10702,2.4,(1340) 845 - $562k,(1045) 611 - $559.4k,0/0,96 out of 201,RENOUNCED (11),$0.00,6 hrs 20 mins,6 hrs 2 mins,6 hrs ago,Binance,247 (349.2 ETH),1 own 0.4%,0 own 0%,5 own 0.7%,3 own 3.2%,1.0,$185.00,"0x6cb...e5 ($3,063)",🟢 15%,100% out of 22,-32.026
16458,3.9,(43) 43 - $5.3k,(12) 6 - $1.8k,0/5,1.1k out of 2k,0x976...E6  (4),"$6,388.00",32 mins,9 mins,5 days ago,Kucoin,38 (31.3 ETH),0 own 0%,20 own 29.5%,0 own 0%,0 own 0%,1.0,$203.00,"0xcdD...Fe ($3,314)",🟢 16%,40% out of 43,-33.7644
1926,1.0,(0) 0 - $0,(0) 0 - $0,2/7.5,1.1k out of 1.4k,0x3bA...93  (158),$191.00,9 mins,0 mins,611 days ago,Binance,,,,,,1.0,$184.00,"0xb73...EC ($13,037)",🟢 29%,80% out of 241,178.6243
19633,3.2,(84) 65 - $6.8k,(34) 20 - $2.8k,1/1.8,0 out of 3,RENOUNCED (16),$546.00,1 hrs 23 mins,1 hrs 6 mins,1 hrs ago,0xBC2...4C,49 (41.0 ETH),0 own 0%,1 own 0.3%,2 own 3%,1 own 0%,,$184.00,"0xF84...3C ($3,726)",🟢 30%,100% out of 9,102.8428
233550,15.8,,(221) 160 - $99.4k,3/3,0 out of 0 Unique,RENOUNCED (89),"$2,812.00",1 days 18 hrs,1 days 18 hrs,2 days ago,Coinbase,245 (113.2 ETH),0 own 0%,3 own 4.2%,5 own 6.5%,1 own 1.9%,9.0,$943.00,"0xA4d...16 ($7,098)",🟢 32%,100% out of 3,-30.4605
17869,4.5,(12) 12 - $3.3k,(2) 2 - $612.9,0/0,187 out of 344,RENOUNCED (7),"$3,156.00",40 mins,26 mins,54 mins ago,Binance,10 (6.7 ETH),0 own 0%,0 own 0%,0 own 0%,0 own 0%,400.0,"$1,849.00","0xF65...bD ($4,151)",🟢 16%,100% out of 11,-42.2389
7564,1.9,(178) 121 - $22.8k,(175) 90 - $21.1k,1/1.4,0 out of 2,0xd38...c6  (16),"$1,193.00",23 hrs 52 mins,23 hrs 13 mins,23 hrs ago,Binance,47 (32.6 ETH),0 own 0%,0 own 0%,3 own 5%,0 own 0%,3.0,$129.00,"0x6cc...b3 ($3,073)",🟢 26%,100% out of 4,-32.0556
16307,6.4,(26) 24 - $10.9k,(13) 11 - $8.2k,0/0,6 out of 28,RENOUNCED (85),$20.00,15 days 3 hrs,11 days 18 hrs,70 days ago,01121994.eth,72 (110.2 ETH),1 own 0.1%,0 own 0%,1 own 0.1%,1 own 1.3%,2.0,$369.00,"0x6Ec...Cc ($9,812)",🟢 19%,90% out of 115,105.6864
5085,2.3,(10) 10 - $647.5,(0) 0 - $0,0/24.6,1.1k out of 1.4k,0x807...f1  (3),"$1,630.00",16 mins,0 mins,19 mins ago,Kucoin,9 (3.3 ETH),0 own 0%,2 own 1.3%,1 own 1.4%,0 own 0%,,"$1,150.00","0x4A1...fC ($14,621)",🟢 27%,58% out of 24,106.6084
14493,2.6,(756) 461 - $205.4k,(624) 338 - $202.5k,0/0,20 out of 72,RENOUNCED (28),"$8,813.00",5 hrs 24 mins,5 hrs 3 mins,46 days ago,Binance,137 (208.0 ETH),1 own 0.4%,2 own 2.5%,4 own 1%,3 own 1.3%,1.0,$184.00,"0xDB9...2E ($13,884)",🟢 23%,95% out of 115,-31.7863
13281,3.2,(399) 327 - $84.1k,(344) 233 - $81.5k,0/0,1.1k out of 2k,RENOUNCED (9),"$10,244.00",1 hrs 50 mins,1 hrs 44 mins,1 hrs ago,FixedFloat,101 (154.0 ETH),1 own 0.7%,11 own 11.4%,3 own 0.8%,1 own 0.7%,1.0,$371.00,"ucanfollowme.eth ($18,980)",🟢 19%,90% out of 187,-31.5215
149871,13.5,,(939) 390 - $798.8k,0/0,186 out of 337,RENOUNCED (36),$329.00,21 hrs 25 mins,21 hrs 24 mins,21 hrs ago,Kucoin,298 (138.3 ETH),1 own 0.2%,0 own 0%,18 own 18.5%,2 own 2.5%,1015.0,"$1,858.00","0x857...da ($44,361)",🟢 34%,100% out of 49,100.5377
7457,1.8,(0) 0 - $0,(0) 0 - $0,0/4,317 out of 498,0x57a...Ae  (4),$759.00,17 mins,0 mins,31 mins ago,Binance,,,,,,1.0,$78.00,"0x794...Ea ($9,082)",🟢 30%,83% out of 30,-38.2181
19797,4.6,(46) 45 - $6.1k,(7) 4 - $1.2k,0/26.1,1.1k out of 1.4k,0x807...f1  (3),"$1,882.00",21 mins,6 mins,24 mins ago,Kucoin,40 (30.2 ETH),0 own 0%,1 own 0.4%,4 own 4.6%,0 own 0%,,$92.00,"0xD28...7D ($3,172)",🟢 8%,96% out of 25,-30.8718
14397,3.8,(17) 15 - $5k,(4) 2 - $1.3k,0/0,114 out of 115,0x0b8...B4  (15),$0.00,1 hrs 22 mins,0 mins,16 days ago,0x6BA...86,,,,,,1.0,$758.00,"0xf0b...aB ($11,858)",🟢 26%,17% out of 6,-37.3544
46069,7.1,(79) 69 - $20.1k,(30) 17 - $10.6k,0/0,1.1k out of 1.4k,RENOUNCED (9),"$2,317.00",30 mins,14 mins,32 mins ago,Kucoin,60 (53.7 ETH),0 own 0%,0 own 0%,4 own 4.6%,0 own 0%,,$369.00,"0x302...41 ($8,868)",🟢 12%,88% out of 26,-30.3814
85629,9.7,(98) 82 - $25.5k,(32) 18 - $11.3k,0/0,1.1k out of 1.4k,RENOUNCED (9),"$2,317.00",33 mins,17 mins,35 mins ago,Kucoin,72 (107.4 ETH),0 own 0%,1 own 0.6%,4 own 4.6%,1 own 3.5%,,$924.00,"0xdEb...DE ($49,457)",🟢 6%,100% out of 5,-30.2692
381587,16.8,,(63) 43 - $37.4k,0/0,53 out of 80,RENOUNCED (33),"$3,599.00",12 days 9 hrs,12 days 9 hrs,12 days ago,Binance,293 (222.4 ETH),8 own 0.7%,0 own 0%,9 own 1.9%,2 own 3.1%,2.0,$390.00,"0x51e...69 ($4,312)",🟢🟢🟢 72%,100% out of 4,-33.8551
7230,1.8,(132) 77 - $14.6k,(88) 49 - $13.2k,0/0,20 out of 73,RENOUNCED (9),"$2,489.00",53 mins,31 mins,56 mins ago,Mexc,35 (11.7 ETH),0 own 0%,0 own 0%,0 own 0%,1 own 0%,1.0,$184.00,"0x85E...65 ($3,648)",🟢 29%,100% out of 58,102.8501
3973,1.3,(136) 80 - $15.1k,(99) 58 - $14.5k,0/0,20 out of 73,RENOUNCED (9),"$2,490.00",1 hrs 1 mins,39 mins,1 hrs ago,Mexc,27 (8.4 ETH),0 own 0%,0 own 0%,0 own 0%,1 own 0%,1.0,$184.00,"0x85E...65 ($3,664)",🟢 29%,100% out of 59,100.7047
5737,1.8,(22) 22 - $1.4k,(0) 0 - $0,40/43.8,309 out of 376,0x6cF...26  (4),$867.00,2 mins,0 mins,87 days ago,Binance,19 (59.9 ETH),0 own 0%,19 own 22.6%,0 own 0%,0 own 0%,,"$1,315.00","0x4A1...fC ($13,972)",🟢 27%,60% out of 25,-37.7598
144702,12.6,,(51) 30 - $16.5k,0/0,1.1k out of 1.4k,RENOUNCED (10),"$1,393.00",43 mins,27 mins,45 mins ago,Kucoin,89 (154.5 ETH),0 own 0%,1 own 0.6%,4 own 4.6%,1 own 3.5%,,$92.00,"0xdFe...Fd ($3,212)",🟢 9%,92% out of 38,103.8595
10769,2.2,(136) 116 - $11.8k,(80) 44 - $9.7k,0/0,317 out of 498,RENOUNCED (12),"$2,872.00",42 mins,25 mins,56 mins ago,Binance,77 (80.2 ETH),0 own 0%,22 own 19.6%,1 own 0.5%,0 own 0%,4.0,$92.00,"0xdFe...Fd ($3,206)",🟢 9%,92% out of 38,104.0086
53409,7.7,(156) 121 - $44.1k,(85) 56 - $33.6k,0/0,1.1k out of 1.4k,RENOUNCED (11),"$1,311.00",1 hrs 6 mins,50 mins,1 hrs ago,Kucoin,76 (119.6 ETH),0 own 0%,0 own 0%,3 own 4.2%,1 own 3.5%,,$92.00,"0xD28...7D ($3,404)",🟢 9%,96% out of 26,-30.8851
19971,2.9,(108) 102 - $27.1k,(54) 29 - $23.5k,0/0,20 out of 74,RENOUNCED (9),"$4,127.00",50 mins,19 mins,57 mins ago,Binance,75 (100.4 ETH),0 own 0%,2 own 3.1%,0 own 0%,1 own 1.9%,1.0,$92.00,"0x896...FD ($6,488)",🟢 14%,100% out of 17,-32.9102
53979,7.7,(188) 140 - $51.3k,(98) 63 - $40.7k,0/0,1.1k out of 1.4k,RENOUNCED (15),$240.00,1 hrs 34 mins,1 hrs 18 mins,1 hrs ago,Kucoin,87 (40.3 ETH),0 own 0%,0 own 0%,3 own 4.2%,0 own 0%,,$92.00,"0xD28...7D ($3,365)",🟢 9%,96% out of 26,-30.5405
49923,9.8,(257) 135 - $82.5k,(229) 152 - $89.5k,0/0,184 out of 336,RENOUNCED (30),$0.00,4 days 13 hrs,4 days 13 hrs,4 days ago,Kucoin,296 (116.2 ETH),1 own 0.3%,0 own 0%,15 own 2%,1 own 0.3%,412.0,"$1,698.00","0xBFf...06 ($10,785)",🟢 18%,100% out of 47,-30.0944
11234,2.9,(1) 1 - $92.9,(0) 0 - $0,0/0,185 out of 297,RENOUNCED (39),$620.00,54 days 22 hrs,54 days 13 hrs,54 days ago,Binance,360 (212.1 ETH),1 own 0.3%,4 own 0.1%,9 own 0.8%,2 own 0.9%,6.0,$926.00,"0xA9e...07 ($25,104)",🟢 34%,95% out of 21,-36.1266
70848,5.6,(304) 254 - $72.6k,(184) 118 - $64k,0/0,20 out of 75,RENOUNCED (13),"$4,836.00",1 hrs 44 mins,1 hrs 14 mins,1 hrs ago,Binance,160 (147.8 ETH),0 own 0%,0 own 0%,0 own 0%,2 own 3%,2.0,$101.00,"0x133...D4 ($10,410)",🟢 15%,100% out of 9,105.1257
126031,8.0,,(339) 152 - $86.2k,1/0.5,0 out of 0 Unique,RENOUNCED (16),$467.00,6 hrs 53 mins,6 hrs 42 mins,7 hrs ago,Binance,201 (117.7 ETH),8 own 8.8%,2 own 2.5%,7 own 9.3%,1 own 1.9%,2.0,$370.00,"0xCBa...0d ($3,470)",🟢🟢 40%,92% out of 13,-30.0962
3778,1.0,(10) 10 - $599.6,(1) 1 - $27.5,2/1.8,15 out of 115,RENOUNCED (10),$48.00,14 mins,8 mins,29 mins ago,Binance,12 (4.7 ETH),0 own 0%,0 own 0%,0 own 0%,0 own 0%,2.0,$92.00,"0xb73...EC ($13,081)",🟢 30%,80% out of 244,-44.0473
6752,1.3,(13) 13 - $1.8k,(2) 2 - $578.6,2/1.9,15 out of 115,RENOUNCED (10),$48.00,14 mins,8 mins,29 mins ago,Binance,14 (6.1 ETH),0 own 0%,0 own 0%,0 own 0%,1 own 0%,2.0,$92.00,"0xb73...EC ($13,063)",🟢 30%,80% out of 244,-33.348
7194,1.4,(15) 13 - $2.6k,(3) 2 - $1.3k,2/1.9,15 out of 115,RENOUNCED (10),$48.00,14 mins,8 mins,29 mins ago,Binance,14 (6.0 ETH),0 own 0%,0 own 0%,0 own 0%,1 own 0%,2.0,$92.00,"0xb73...EC ($13,045)",🟢 30%,80% out of 244,-32.8366
109909,7.0,,(149) 101 - $596.4k,0/0,210 out of 307,RENOUNCED (14),$0.00,22 hrs 5 mins,21 hrs 52 mins,22 hrs ago,Kucoin,61 (18.2 ETH),0 own 0%,1 own 3.2%,6 own 3.7%,0 own 0%,1.0,"$1,868.00","0xEE1...3c ($5,266)",🟢🟢 54%,100% out of 23,-40.4781
15510,2.0,(24) 17 - $5.4k,(6) 3 - $3.1k,2/9.7,15 out of 115,RENOUNCED (10),$48.00,15 mins,9 mins,30 mins ago,Binance,17 (11.8 ETH),0 own 0%,0 own 0%,0 own 0%,1 own 0%,2.0,$370.00,"0xb73...EC ($12,991)",🟢 30%,80% out of 244,139.1733
36367,4.1,(426) 308 - $118k,(303) 184 - $112.2k,0/0,20 out of 75,RENOUNCED (13),"$4,837.00",2 hrs 7 mins,1 hrs 36 mins,2 hrs ago,Binance,145 (182.0 ETH),0 own 0%,0 own 0%,1 own 0.9%,1 own 1.2%,2.0,$148.00,"halfshibainu.eth ($6,092)",🟢 38%,93% out of 15,-32.3431
12903,3.3,(15) 15 - $3.2k,(0) 0 - $0,0/0,5 out of 5,RENOUNCED (4),$135.00,7 mins,0 mins,8 mins ago,0xc2d...7F,,,,,,,$184.00,"0x4DA...F7 ($3,016)",🟢 21%,82% out of 34,1316.241
24249,3.2,(137) 132 - $15.3k,(64) 31 - $11.2k,0/6,95 out of 202,RENOUNCED (12),"$5,344.00",1 hrs 59 mins,7 mins,4 hrs ago,Kucoin,103 (27.1 ETH),0 own 0%,23 own 18.4%,1 own 0.2%,0 own 0%,1.0,$55.00,"tinoz.eth ($4,004)",🟢 10%,100% out of 14,-32.9786
30886,4.0,(80) 78 - $9.6k,(12) 8 - $4k,0/15.3,91 out of 127,RENOUNCED (11),"$3,156.00",19 mins,16 mins,1 hrs ago,Coinbase,74 (49.1 ETH),0 own 0%,28 own 34%,1 own 1.4%,0 own 0%,,$185.00,"bitcoindeployer.eth ($3,265)",🟢 14%,97% out of 29,122.7717
9751,2.3,(135) 121 - $18.3k,(69) 55 - $16k,0/0,91 out of 127,RENOUNCED (13),"$4,272.00",43 mins,40 mins,1 hrs ago,Coinbase,77 (31.5 ETH),0 own 0%,18 own 18.3%,1 own 0.7%,0 own 0%,1.0,$185.00,"0x74F...A1 ($5,566)",🟢 19%,100% out of 14,-32.1067
42098,4.4,(466) 332 - $128.2k,(333) 197 - $121.7k,0/0,20 out of 75,RENOUNCED (13),"$4,837.00",2 hrs 17 mins,1 hrs 46 mins,2 hrs ago,Binance,155 (272.1 ETH),1 own 0.6%,0 own 0%,3 own 1.8%,2 own 1.8%,2.0,$185.00,"halfshibainu.eth ($5,939)",🟢 37%,94% out of 16,-32.8523
24952,3.3,(261) 200 - $37.3k,(152) 88 - $33.1k,0/0,95 out of 202,RENOUNCED (13),"$6,153.00",2 hrs 16 mins,24 mins,4 hrs ago,Kucoin,127 (124.2 ETH),4 own 4.6%,14 own 6.4%,3 own 1.6%,1 own 0.8%,2.0,$556.00,"0xDF5...12 ($13,779)",🟢 22%,91% out of 55,-32.1465
67008,7.6,(54) 54 - $12.3k,(5) 3 - $2.5k,0/2.6,1.1k out of 2k,0x6B8...0C  (5),"$2,789.00",5 mins,2 mins,3 days ago,FixedFloat,48 (93.4 ETH),0 own 0%,23 own 25.1%,19 own 21%,1 own 1.6%,1.0,$92.00,"0x8D8...d4 ($3,010)",🟢 12%,90% out of 10,-30.234
272861,18.4,,(1078) 438 - $864k,0/0,187 out of 344,RENOUNCED (36),$328.00,1 days 2 hrs,1 days 2 hrs,1 days ago,Kucoin,295 (143.4 ETH),1 own 0.2%,0 own 0%,19 own 18.6%,2 own 2.5%,1015.0,$92.00,"0x857...da ($38,049)",🟢 34%,100% out of 44,-40.0175
85202,8.6,(71) 71 - $16.5k,(11) 6 - $4.2k,0/2.3,1.1k out of 2k,0x6B8...0C  (6),"$3,635.00",7 mins,4 mins,3 days ago,FixedFloat,65 (95.6 ETH),0 own 0%,23 own 25.1%,23 own 21.8%,1 own 1%,1.0,$92.00,"tinoz.eth ($4,026)",🟢 10%,100% out of 15,106.5486
33384,4.3,(106) 104 - $8.8k,(10) 5 - $2.2k,0/0,120 out of 180,RENOUNCED (11),"$2,152.00",9 mins,7 mins,1 days ago,FixedFloat,101 (108.9 ETH),0 own 0%,22 own 17.9%,2 own 1.7%,0 own 0%,,$370.00,"theonlythingthatgivesordersinthisworldisballs.eth ($8,853)",🟢 9%,81% out of 26,-30.1982
83599,6.9,(43) 32 - $13k,(40) 27 - $13.1k,3/3,0 out of 0 Unique,RENOUNCED (22),$45.00,4 days 2 hrs,3 days 13 hrs,4 days ago,cemedeul.eth,153 (452.8 ETH),0 own 0%,0 own 0%,5 own 5.6%,4 own 3.9%,1.0,$471.00,"0x07b...43 ($10,719)",🟢 36%,85% out of 128,-37.8991
35926,5.6,(113) 103 - $26.8k,(61) 29 - $20.8k,0/3.5,1.1k out of 2k,RENOUNCED (7),"$10,770.00",17 mins,14 mins,3 days ago,FixedFloat,74 (47.8 ETH),0 own 0%,23 own 25.1%,24 own 28%,0 own 0%,1.0,$482.00,"0x3dF...47 ($7,181)",🟢 33%,100% out of 18,-30.5032
16982,3.0,(102) 87 - $11.4k,(62) 32 - $7.6k,2/2.7,210 out of 307,RENOUNCED (14),"$1,827.00",1 days 1 hrs,14 hrs 31 mins,1 days ago,Binance,59 (27.8 ETH),0 own 0%,3 own 3.6%,17 own 18.6%,0 own 0%,1.0,$374.00,"0xc53...d2 ($3,493)",🟢🟢🟢🟢 92%,44% out of 32,118.6216
55861,3.9,(122) 88 - $36k,(125) 103 - $42.6k,0/0,4 out of 6,RENOUNCED (20),"$7,336.00",7 hrs 25 mins,6 hrs 26 mins,7 hrs ago,Binance,47 (52.2 ETH),0 own 0%,1 own 0%,1 own 18%,0 own 0%,4.0,$372.00,"ucanfollowme.eth ($18,745)",🟢 19%,90% out of 187,-34.6896
15371,2.8,(149) 128 - $20.5k,(73) 58 - $17.3k,0/0,91 out of 127,RENOUNCED (13),"$4,273.00",45 mins,42 mins,1 hrs ago,Coinbase,79 (40.0 ETH),0 own 0%,18 own 19.8%,1 own 0.7%,0 own 0%,1.0,$92.00,"0x74F...A1 ($5,376)",🟢 20%,100% out of 15,106.7763
70045,7.9,(158) 135 - $41.2k,(93) 39 - $31.9k,0/0,1.1k out of 2k,RENOUNCED (7),"$16,848.00",24 mins,21 mins,3 days ago,FixedFloat,100 (52.2 ETH),0 own 0%,15 own 12.9%,19 own 18.5%,0 own 0%,1.0,$927.00,"0x9d2...9a ($16,022)",🟢 34%,80% out of 5,-34.3377
43974,5.0,(1) 1 - $128.1,(199) 106 - $12.2k,6/7,0 out of 0 Unique,RENOUNCED (14),$48.00,1 hrs 36 mins,1 hrs 20 mins,22 hrs ago,Mexc,91 (88.9 ETH),0 own 0%,3 own 4%,1 own 2.4%,0 own 0%,1.0,$647.00,"0x047...cC ($5,271)",🟢 13%,100% out of 18,104.1583
15013,2.6,(346) 243 - $56.3k,(235) 136 - $53.4k,0/0,95 out of 202,RENOUNCED (15),"$6,229.00",2 hrs 36 mins,44 mins,5 hrs ago,Kucoin,124 (117.3 ETH),1 own 0.8%,5 own 3%,3 own 2%,1 own 0.8%,3.0,$185.00,"0x101...50 ($4,672)",🟢 20%,100% out of 6,112.0008
149664,14.5,,(124) 88 - $64.2k,5/5.8,1 out of 1,RENOUNCED (13),"$1,140.00",1 days 6 hrs,1 days 6 hrs,1 days ago,Gate.io,157 (259.9 ETH),0 own 0%,1 own 0.9%,12 own 15.2%,3 own 6.3%,,"$1,213.00","loyalwhale.eth ($3,938)",🟢 34%,89% out of 28,104.8158
29556,4.7,(39) 33 - $8.3k,(12) 9 - $4.9k,0/0,185 out of 297,RENOUNCED (39),$620.00,54 days 23 hrs,54 days 14 hrs,54 days ago,Binance,384 (223.6 ETH),1 own 0.3%,4 own 0.1%,9 own 0.8%,2 own 0.9%,6.0,$741.00,"0x2a8...83 ($4,285)",🟢 32%,100% out of 3,120.4857
34980,4.2,(1071) 567 - $350.5k,(856) 406 - $344.6k,0/0,20 out of 71,RENOUNCED (12),$71.00,4 hrs 34 mins,4 hrs 16 mins,4 hrs ago,Mexc,190 (114.8 ETH),1 own 0.8%,1 own 0%,3 own 0.9%,1 own 0.8%,1.0,$185.00,"0x6cb...e5 ($3,064)",🟢 16%,100% out of 21,101.1105
8394,2.2,(261) 200 - $43k,(176) 129 - $40.9k,0/0,91 out of 124,RENOUNCED (17),"$5,225.00",1 hrs 1 mins,56 mins,1 hrs ago,Binance,74 (197.0 ETH),0 own 0%,3 own 2%,0 own 0%,1 own 0.5%,1.0,$371.00,"0x088...1F ($3,926)",🟢 29%,99% out of 80,110.5512
89627,8.9,(188) 156 - $52.5k,(109) 49 - $40k,0/0,1.1k out of 2k,RENOUNCED (7),"$16,848.00",28 mins,25 mins,3 days ago,FixedFloat,115 (59.4 ETH),0 own 0%,15 own 12.9%,19 own 17.6%,0 own 0%,1.0,$92.00,"0x0bA...70 ($7,728)",🟢 15%,100% out of 29,101.7598
26768,3.3,(53) 53 - $4.3k,(0) 0 - $0,0/5.8,20 out of 76,0x461...9F  (4),"$1,678.00",10 mins,0 mins,6 hrs ago,0xf78...40,54 (49.9 ETH),0 own 0%,52 own 40.8%,5 own 1.6%,0 own 0%,1.0,$18.00,"0xF84...4e ($3,251)",🟢 19%,77% out of 13,-30.1135
16717,3.0,(262) 192 - $40k,(184) 117 - $36.1k,1/0.5,0 out of 3,RENOUNCED (16),$548.00,4 hrs 58 mins,4 hrs 41 mins,5 hrs ago,0xBC2...4C,99 (32.9 ETH),0 own 0%,0 own 0%,2 own 1.8%,0 own 0%,,$278.00,"0x9a9...Af ($44,509)",🟢 28%,100% out of 3,-43.7434
14706,3.7,(324) 239 - $94.3k,(223) 136 - $91.6k,0/0,1.1k out of 2k,RENOUNCED (11),$0.00,1 hrs 0 mins,57 mins,3 days ago,FixedFloat,109 (126.2 ETH),1 own 1.2%,3 own 3.6%,4 own 3.1%,1 own 1.2%,1.0,$370.00,"0x3dF...47 ($7,164)",🟢 33%,100% out of 18,101.2264
13542,3.1,(35) 35 - $5.4k,(14) 7 - $3.3k,2/6.5,1.1k out of 2k,0x786...95  (6),"$2,015.00",3 hrs 53 mins,0 mins,4 hrs ago,Mexc,57 (89.3 ETH),1 own 0.3%,10 own 9%,3 own 3.8%,1 own 1.6%,29.0,$271.00,"0xEe6...dF ($3,468)",🟢 27%,92% out of 339,-38.5974
338870,42.4,,(2179) 1033 - $2.3M,0/0,283 out of 396,RENOUNCED (6),$82.00,1 days 20 hrs,22 hrs 57 mins,1 days ago,0x6d7...Cb,386 (348.5 ETH),1 own 0.6%,1 own 0.1%,17 own 3%,4 own 3.3%,1.0,"$1,852.00","inlander.eth ($5,930)",🟢 36%,100% out of 21,-32.7545
41376,4.2,(219) 200 - $29.6k,(117) 52 - $23.7k,0/0,20 out of 76,RENOUNCED (9),"$11,732.00",35 mins,25 mins,7 hrs ago,0xf78...40,154 (39.2 ETH),0 own 0%,28 own 16.4%,5 own 1%,0 own 0%,1.0,$370.00,"0x821...27 ($20,191)",🟢🟢 55%,100% out of 13,110.8751
15375,2.0,(143) 122 - $59.7k,(80) 38 - $57.1k,0/0,95 out of 203,RENOUNCED (15),"$2,539.00",31 mins,28 mins,6 hrs ago,FixedFloat,92 (31.5 ETH),0 own 0%,9 own 10.1%,2 own 1.1%,0 own 0%,3.0,$184.00,"0x0bA...70 ($7,572)",🟢 15%,100% out of 28,-30.2187
2716,1.1,(0) 0 - $0,(0) 0 - $0,18/17.9,2 out of 4,0x277...9b  (6),$742.00,7 mins,0 mins,27 mins ago,Binance,,,,,,3.0,$27.00,"0x0b6...E3 ($3,426)",🟢 33%,49% out of 219,106.2257
12513,3.2,(1) 1 - $372.1,(0) 0 - $0,0/0,193 out of 350,0xC5e...Dc  (3),"$1,715.00",1 mins,0 mins,2 mins ago,Kucoin,,,,,,,$186.00,"0x1db...05 ($3,090)",🟢 14%,75% out of 8,102.8238
77126,6.1,(309) 248 - $59.6k,(211) 110 - $50.5k,0/0,1.2k out of 2k,RENOUNCED (12),"$6,066.00",18 hrs 27 mins,1 hrs 2 mins,20 hrs ago,Binance,187 (153.3 ETH),0 own 0%,2 own 3.2%,4 own 0.2%,1 own 1.2%,1.0,$185.00,"0x896...FD ($6,510)",🟢 15%,100% out of 18,-33.075
